Дата,Товар,Количество,Цена за единицу,Сумма,Рейтинг,Комментарий
2025-12-31,Пирожок с мясом,12,411.4,4936.8,5.0,Сочно и свежо
2025-12-31,Эклер,14,486.2,6806.8,5.0,Шедевр!
2025-12-31,Чизкейк,14,935.0,13090.0,4.8,Сытный
2025-12-31,Маффин,13,374.0,4862.0,5.0,Восхитительно
2026-01-01,Круассан,19,450.0,8550.0,5.0,Всегда свежие
2026-01-01,Хлеб ржаной,14,300.0,4200.0,4.5,Хорошее тесто
2026-01-01,Булочка с корицей,12,337.5,4050.0,4.6,Очень вкусно
2026-01-01,Пирожок с мясом,11,412.5,4537.5,4.6,Всегда свежие
2026-01-01,Эклер,15,487.5,7312.5,4.6,"Горячие, вкусные"
2026-01-01,Чизкейк,17,937.5,15937.5,4.7,Отличный крем
2026-01-01,Маффин,16,375.0,6000.0,5.0,Всегда беру
2026-01-02,Круассан,17,451.2,7670.4,4.7,Восхитительно
2026-01-02,Хлеб ржаной,10,300.8,3008.0,4.3,Шедевр!
2026-01-02,Булочка с корицей,15,338.4,5076.0,4.6,Восхитительно
2026-01-02,Пирожок с мясом,15,413.6,6204.0,4.8,Мой фаворит
2026-01-02,Эклер,14,488.8,6843.2,4.6,Обожаю!
2026-01-02,Чизкейк,13,940.0,12220.0,4.6,Хорошее тесто
2026-01-02,Маффин,15,376.0,5640.0,4.8,Чуть пересушен
2026-01-03,Круассан,26,452.4,11762.4,5.0,Тают во рту
2026-01-03,Хлеб ржаной,17,301.6,5127.2,5.0,Просто супер!
2026-01-03,Булочка с корицей,23,339.3,7803.9,5.0,Всегда беру
2026-01-03,Пирожок с мясом,15,414.7,6220.5,5.0,Сочно и свежо
2026-01-03,Эклер,19,490.1,9311.9,5.0,Мой фаворит
2026-01-03,Чизкейк,22,942.5,20735.0,5.0,Всегда свежие
2026-01-03,Маффин,21,377.0,7917.0,4.8,Просто супер!
2026-01-04,Круассан,26,453.6,11793.6,5.0,Всегда беру
2026-01-04,Хлеб ржаной,17,302.4,5140.8,4.7,Мой фаворит
2026-01-04,Булочка с корицей,19,340.2,6463.8,5.0,Отличный крем
2026-01-04,Пирожок с мясом,18,415.8,7484.4,4.6,Хороший хлеб
2026-01-04,Эклер,21,491.4,10319.4,5.0,Лучший чизкейк
2026-01-04,Чизкейк,18,945.0,17010.0,5.0,Лучший чизкейк
2026-01-04,Маффин,21,378.0,7938.0,5.0,Просто супер!
2026-01-05,Круассан,17,454.8,7731.6,4.9,Сочно и свежо
2026-01-05,Хлеб ржаной,11,303.2,3335.2,4.4,Мой фаворит
2026-01-05,Булочка с корицей,18,341.1,6139.8,4.6,Хорошее тесто
2026-01-05,Пирожок с мясом,12,416.9,5002.8,5.0,Хороший хлеб
2026-01-05,Эклер,16,492.7,7883.2,5.0,Очень вкусно
2026-01-05,Чизкейк,13,947.5,12317.5,4.9,Шедевр!
2026-01-05,Маффин,16,379.0,6064.0,4.6,Сочно и свежо
2026-01-06,Круассан,14,456.0,6384.0,4.8,Отличный крем
2026-01-06,Хлеб ржаной,12,304.0,3648.0,4.9,Нормально
2026-01-06,Булочка с корицей,15,342.0,5130.0,5.0,Обожаю!
2026-01-06,Пирожок с мясом,14,418.0,5852.0,4.7,Всегда свежие
2026-01-06,Эклер,20,494.0,9880.0,5.0,Всегда свежие
2026-01-06,Чизкейк,17,950.0,16150.0,4.6,Хорошее тесто
2026-01-06,Маффин,17,380.0,6460.0,4.7,Тают во рту
2026-01-07,Круассан,14,457.2,6400.8,5.0,Сытный
2026-01-07,Хлеб ржаной,10,304.8,3048.0,4.3,Мой фаворит
2026-01-07,Булочка с корицей,16,342.9,5486.4,4.8,Всегда свежие
2026-01-07,Пирожок с мясом,15,419.1,6286.5,4.7,Мой фаворит
2026-01-07,Эклер,13,495.3,6438.9,5.0,Всегда свежие
2026-01-07,Чизкейк,14,952.5,13335.0,4.9,Лучший чизкейк
2026-01-07,Маффин,15,381.0,5715.0,4.6,Отличный крем
2026-01-08,Круассан,16,458.4,7334.4,4.7,Хорошее тесто
2026-01-08,Хлеб ржаной,10,305.6,3056.0,4.7,Обожаю!
2026-01-08,Булочка с корицей,15,343.8,5157.0,4.7,Тают во рту
2026-01-08,Пирожок с мясом,15,420.2,6303.0,4.7,Сытный
2026-01-08,Эклер,20,496.6,9932.0,4.7,Хороший хлеб
2026-01-08,Чизкейк,13,955.0,12415.0,4.9,Всегда свежие
2026-01-08,Маффин,13,382.0,4966.0,5.0,Идеально к кофе
2026-01-09,Круассан,16,459.6,7353.6,4.7,Хороший хлеб
2026-01-09,Хлеб ржаной,11,306.4,3370.4,4.4,Всегда свежие
2026-01-09,Булочка с корицей,16,344.7,5515.2,5.0,Лучший чизкейк
2026-01-09,Пирожок с мясом,12,421.3,5055.6,4.9,Чуть пересушен
2026-01-09,Эклер,19,497.9,9460.1,4.8,Мой фаворит
2026-01-09,Чизкейк,17,957.5,16277.5,4.6,Отличный крем
2026-01-09,Маффин,17,383.0,6511.0,4.8,Сочно и свежо
2026-01-10,Круассан,27,460.8,12441.6,4.9,Просто супер!
2026-01-10,Хлеб ржаной,15,307.2,4608.0,4.6,Всегда свежие
2026-01-10,Булочка с корицей,19,345.6,6566.4,5.0,Нормально
2026-01-10,Пирожок с мясом,19,422.4,8025.6,4.7,Нормально
2026-01-10,Эклер,25,499.2,12480.0,4.9,Очень вкусно
2026-01-10,Чизкейк,20,960.0,19200.0,4.8,Хороший хлеб
2026-01-10,Маффин,18,384.0,6912.0,4.9,Отличный крем
2026-01-11,Круассан,24,462.0,11088.0,5.0,Чуть пересушен
2026-01-11,Хлеб ржаной,18,308.0,5544.0,5.0,Шедевр!
2026-01-11,Булочка с корицей,20,346.5,6930.0,5.0,Очень вкусно
2026-01-11,Пирожок с мясом,14,423.5,5929.0,4.8,Нормально
2026-01-11,Эклер,18,500.5,9009.0,5.0,Всегда свежие
2026-01-11,Чизкейк,23,962.5,22137.5,5.0,Сочно и свежо
2026-01-11,Маффин,18,385.0,6930.0,5.0,Отличный крем
2026-01-12,Круассан,14,463.2,6484.8,4.7,Хорошее тесто
2026-01-12,Хлеб ржаной,13,308.8,4014.4,4.7,Нормально
2026-01-12,Булочка с корицей,18,347.4,6253.2,5.0,Просто супер!
2026-01-12,Пирожок с мясом,13,424.6,5519.8,4.5,Очень вкусно
2026-01-12,Эклер,19,501.8,9534.2,5.0,Обожаю!
2026-01-12,Чизкейк,15,965.0,14475.0,4.6,Очень вкусно
2026-01-12,Маффин,18,386.0,6948.0,4.5,Сочно и свежо
2026-01-13,Круассан,19,464.4,8823.6,5.0,"Горячие, вкусные"
2026-01-13,Хлеб ржаной,11,309.6,3405.6,4.5,Тают во рту
2026-01-13,Булочка с корицей,14,348.3,4876.2,4.6,Тают во рту
2026-01-13,Пирожок с мясом,15,425.7,6385.5,4.4,Хорошее тесто
2026-01-13,Эклер,17,503.1,8552.7,5.0,Сытный
2026-01-13,Чизкейк,13,967.5,12577.5,4.5,Всегда беру
2026-01-13,Маффин,16,387.0,6192.0,5.0,Мой фаворит
2026-01-14,Круассан,15,465.6,6984.0,4.9,Всегда беру
2026-01-14,Хлеб ржаной,10,310.4,3104.0,4.8,Отличный крем
2026-01-14,Булочка с корицей,13,349.2,4539.6,4.8,Шедевр!
2026-01-14,Пирожок с мясом,13,426.8,5548.4,4.9,Сочно и свежо
2026-01-14,Эклер,19,504.4,9583.6,4.7,Сочно и свежо
2026-01-14,Чизкейк,16,970.0,15520.0,4.6,Нормально
2026-01-14,Маффин,15,388.0,5820.0,4.7,Чуть пересушен
2026-01-15,Круассан,15,466.8,7002.0,5.0,Очень вкусно
2026-01-15,Хлеб ржаной,10,311.2,3112.0,4.6,Сочно и свежо
2026-01-15,Булочка с корицей,12,350.1,4201.2,5.0,Тают во рту
2026-01-15,Пирожок с мясом,16,427.9,6846.4,4.7,Идеально к кофе
2026-01-15,Эклер,19,505.7,9608.3,4.8,Всегда свежие
2026-01-15,Чизкейк,17,972.5,16532.5,4.8,Просто супер!
2026-01-15,Маффин,14,389.0,5446.0,4.9,Идеально к кофе
2026-01-16,Круассан,18,468.0,8424.0,5.0,Идеально к кофе
2026-01-16,Хлеб ржаной,12,312.0,3744.0,4.5,Восхитительно
2026-01-16,Булочка с корицей,15,351.0,5265.0,4.6,Сытный
2026-01-16,Пирожок с мясом,15,429.0,6435.0,4.6,Сочно и свежо
2026-01-16,Эклер,16,507.0,8112.0,4.9,Нормально
2026-01-16,Чизкейк,12,975.0,11700.0,5.0,Идеально к кофе
2026-01-16,Маффин,14,390.0,5460.0,4.6,Хороший хлеб
2026-01-17,Круассан,19,469.2,8914.8,5.0,Сытный
2026-01-17,Хлеб ржаной,17,312.8,5317.6,4.9,"Горячие, вкусные"
2026-01-17,Булочка с корицей,23,351.9,8093.7,5.0,Всегда свежие
2026-01-17,Пирожок с мясом,20,430.1,8602.0,4.8,Лучший чизкейк
2026-01-17,Эклер,19,508.3,9657.7,4.9,Сытный
2026-01-17,Чизкейк,21,977.5,20527.5,5.0,Шедевр!
2026-01-17,Маффин,18,391.0,7038.0,4.9,"Горячие, вкусные"
2026-01-18,Круассан,20,470.4,9408.0,5.0,Восхитительно
2026-01-18,Хлеб ржаной,16,313.6,5017.6,4.8,Хорошее тесто
2026-01-18,Булочка с корицей,23,352.8,8114.4,5.0,Просто супер!
2026-01-18,Пирожок с мясом,15,431.2,6468.0,4.9,Очень вкусно
2026-01-18,Эклер,24,509.6,12230.4,4.8,Сытный
2026-01-18,Чизкейк,17,980.0,16660.0,4.8,Тают во рту
2026-01-18,Маффин,24,392.0,9408.0,4.8,"Горячие, вкусные"
2026-01-19,Круассан,20,471.6,9432.0,4.9,Шедевр!
2026-01-19,Хлеб ржаной,13,314.4,4087.2,4.3,Мой фаворит
2026-01-19,Булочка с корицей,13,353.7,4598.1,4.7,Нормально
2026-01-19,Пирожок с мясом,11,432.3,4755.3,4.9,"Горячие, вкусные"
2026-01-19,Эклер,19,510.9,9707.1,4.8,Шедевр!
2026-01-19,Чизкейк,16,982.5,15720.0,4.8,Хороший хлеб
2026-01-19,Маффин,13,393.0,5109.0,5.0,Хороший хлеб
2026-01-20,Круассан,16,472.8,7564.8,4.7,Отличный крем
2026-01-20,Хлеб ржаной,9,315.2,2836.8,4.9,Всегда свежие
2026-01-20,Булочка с корицей,14,354.6,4964.4,4.8,Сытный
2026-01-20,Пирожок с мясом,14,433.4,6067.6,4.4,Сытный
2026-01-20,Эклер,16,512.2,8195.2,4.9,Хорошее тесто
2026-01-20,Чизкейк,12,985.0,11820.0,4.6,Обожаю!
2026-01-20,Маффин,14,394.0,5516.0,4.7,Всегда свежие
2026-01-21,Круассан,15,474.0,7110.0,4.9,Хороший хлеб
2026-01-21,Хлеб ржаной,13,316.0,4108.0,4.3,Тают во рту
2026-01-21,Булочка с корицей,18,355.5,6399.0,4.6,Тают во рту
2026-01-21,Пирожок с мясом,13,434.5,5648.5,4.5,Очень вкусно
2026-01-21,Эклер,16,513.5,8216.0,4.7,Нормально
2026-01-21,Чизкейк,17,987.5,16787.5,5.0,Очень вкусно
2026-01-21,Маффин,16,395.0,6320.0,4.7,Отличный крем
2026-01-22,Круассан,17,475.2,8078.4,5.0,Отличный крем
2026-01-22,Хлеб ржаной,13,316.8,4118.4,4.5,Просто супер!
2026-01-22,Булочка с корицей,17,356.4,6058.8,5.0,Чуть пересушен
2026-01-22,Пирожок с мясом,13,435.6,5662.8,4.5,Всегда беру
2026-01-22,Эклер,14,514.8,7207.2,5.0,Сытный
2026-01-22,Чизкейк,14,990.0,13860.0,4.9,Хорошее тесто
2026-01-22,Маффин,14,396.0,5544.0,4.6,"Горячие, вкусные"
2026-01-23,Круассан,20,476.4,9528.0,4.8,Обожаю!
2026-01-23,Хлеб ржаной,13,317.6,4128.8,4.3,Хорошее тесто
2026-01-23,Булочка с корицей,17,357.3,6074.1,4.6,Нормально
2026-01-23,Пирожок с мясом,12,436.7,5240.4,4.8,Нормально
2026-01-23,Эклер,19,516.1,9805.9,4.7,Очень вкусно
2026-01-23,Чизкейк,14,992.5,13895.0,4.7,Просто супер!
2026-01-23,Маффин,13,397.0,5161.0,4.6,Просто супер!
2026-01-24,Круассан,20,477.6,9552.0,5.0,Сытный
2026-01-24,Хлеб ржаной,18,318.4,5731.2,5.0,Идеально к кофе
2026-01-24,Булочка с корицей,19,358.2,6805.8,5.0,Просто супер!
2026-01-24,Пирожок с мясом,17,437.8,7442.6,4.9,Хорошее тесто
2026-01-24,Эклер,20,517.4,10348.0,5.0,Тают во рту
2026-01-24,Чизкейк,20,995.0,19900.0,4.8,Сытный
2026-01-24,Маффин,22,398.0,8756.0,5.0,Сытный
2026-01-25,Круассан,19,478.8,9097.2,5.0,Тают во рту
2026-01-25,Хлеб ржаной,16,319.2,5107.2,4.9,Чуть пересушен
2026-01-25,Булочка с корицей,23,359.1,8259.3,5.0,Обожаю!
2026-01-25,Пирожок с мясом,19,438.9,8339.1,5.0,Всегда беру
2026-01-25,Эклер,21,518.7,10892.7,4.9,Лучший чизкейк
2026-01-25,Чизкейк,21,997.5,20947.5,5.0,Шедевр!
2026-01-25,Маффин,23,399.0,9177.0,4.7,Очень вкусно
2026-01-26,Круассан,16,480.0,7680.0,4.7,Идеально к кофе
2026-01-26,Хлеб ржаной,13,320.0,4160.0,4.4,"Горячие, вкусные"
2026-01-26,Булочка с корицей,15,360.0,5400.0,5.0,Сытный
2026-01-26,Пирожок с мясом,14,440.0,6160.0,5.0,Просто супер!
2026-01-26,Эклер,14,520.0,7280.0,4.9,Просто супер!
2026-01-26,Чизкейк,15,1000.0,15000.0,4.5,Всегда свежие
2026-01-26,Маффин,17,400.0,6800.0,4.7,Сочно и свежо
2026-01-27,Круассан,21,481.2,10105.2,4.7,Идеально к кофе
2026-01-27,Хлеб ржаной,11,320.8,3528.8,4.4,Сочно и свежо
2026-01-27,Булочка с корицей,14,360.9,5052.6,4.7,Всегда свежие
2026-01-27,Пирожок с мясом,14,441.1,6175.4,4.6,Сочно и свежо
2026-01-27,Эклер,18,521.3,9383.4,4.8,Мой фаворит
2026-01-27,Чизкейк,16,1002.5,16040.0,4.5,Мой фаворит
2026-01-27,Маффин,15,401.0,6015.0,4.5,Всегда свежие
2026-01-28,Круассан,16,482.4,7718.4,4.9,Шедевр!
2026-01-28,Хлеб ржаной,9,321.6,2894.4,4.4,"Горячие, вкусные"
2026-01-28,Булочка с корицей,18,361.8,6512.4,4.9,Тают во рту
2026-01-28,Пирожок с мясом,13,442.2,5748.6,4.6,"Горячие, вкусные"
2026-01-28,Эклер,13,522.6,6793.8,4.9,Шедевр!
2026-01-28,Чизкейк,14,1005.0,14070.0,4.9,Сытный
2026-01-28,Маффин,18,402.0,7236.0,4.6,Идеально к кофе
2026-01-29,Круассан,14,483.6,6770.4,5.0,Хороший хлеб
2026-01-29,Хлеб ржаной,12,322.4,3868.8,4.8,Сочно и свежо
2026-01-29,Булочка с корицей,14,362.7,5077.8,4.7,Нормально
2026-01-29,Пирожок с мясом,15,443.3,6649.5,4.6,Сытный
2026-01-29,Эклер,16,523.9,8382.4,4.6,Просто супер!
2026-01-29,Чизкейк,16,1007.5,16120.0,4.6,Шедевр!
2026-01-29,Маффин,16,403.0,6448.0,5.0,Тают во рту
2026-01-30,Круассан,17,484.8,8241.6,4.7,Идеально к кофе
2026-01-30,Хлеб ржаной,11,323.2,3555.2,4.6,Просто супер!
2026-01-30,Булочка с корицей,14,363.6,5090.4,5.0,Восхитительно
2026-01-30,Пирожок с мясом,16,444.4,7110.4,4.9,Сочно и свежо
2026-01-30,Эклер,20,525.2,10504.0,4.8,Всегда беру
2026-01-30,Чизкейк,15,1010.0,15150.0,5.0,Нормально
2026-01-30,Маффин,12,404.0,4848.0,4.5,Идеально к кофе
2026-01-31,Круассан,27,486.0,13122.0,4.9,Всегда беру
2026-01-31,Хлеб ржаной,14,324.0,4536.0,5.0,Восхитительно
2026-01-31,Булочка с корицей,16,364.5,5832.0,4.8,Обожаю!
2026-01-31,Пирожок с мясом,16,445.5,7128.0,5.0,Отличный крем
2026-01-31,Эклер,24,526.5,12636.0,5.0,Всегда свежие
2026-01-31,Чизкейк,18,1012.5,18225.0,5.0,Сочно и свежо
2026-01-31,Маффин,20,405.0,8100.0,5.0,"Горячие, вкусные"
2026-02-01,Круассан,27,487.2,13154.4,5.0,Нормально
2026-02-01,Хлеб ржаной,18,324.8,5846.4,4.9,Идеально к кофе
2026-02-01,Булочка с корицей,21,365.4,7673.4,5.0,"Горячие, вкусные"
2026-02-01,Пирожок с мясом,18,446.6,8038.8,4.6,Чуть пересушен
2026-02-01,Эклер,19,527.8,10028.2,4.9,Сытный
2026-02-01,Чизкейк,16,1015.0,16240.0,5.0,Просто супер!
2026-02-01,Маффин,22,406.0,8932.0,4.9,Лучший чизкейк
2026-02-02,Круассан,17,488.4,8302.8,4.9,Сытный
2026-02-02,Хлеб ржаной,14,325.6,4558.4,4.8,Просто супер!
2026-02-02,Булочка с корицей,16,366.3,5860.8,4.8,Мой фаворит
2026-02-02,Пирожок с мясом,13,447.7,5820.1,4.6,Всегда беру
2026-02-02,Эклер,18,529.1,9523.8,5.0,Просто супер!
2026-02-02,Чизкейк,13,1017.5,13227.5,4.9,Обожаю!
2026-02-02,Маффин,18,407.0,7326.0,4.6,Лучший чизкейк
2026-02-03,Круассан,14,489.6,6854.4,4.6,Нормально
2026-02-03,Хлеб ржаной,11,326.4,3590.4,4.9,Тают во рту
2026-02-03,Булочка с корицей,18,367.2,6609.6,5.0,Лучший чизкейк
2026-02-03,Пирожок с мясом,13,448.8,5834.4,4.8,Идеально к кофе
2026-02-03,Эклер,13,530.4,6895.2,4.6,Всегда беру
2026-02-03,Чизкейк,17,1020.0,17340.0,4.6,Чуть пересушен
2026-02-03,Маффин,18,408.0,7344.0,4.6,Чуть пересушен
2026-02-04,Круассан,20,490.8,9816.0,5.0,Обожаю!
2026-02-04,Хлеб ржаной,9,327.2,2944.8,4.7,Сытный
2026-02-04,Булочка с корицей,14,368.1,5153.4,5.0,Шедевр!
2026-02-04,Пирожок с мясом,14,449.9,6298.6,4.6,Шедевр!
2026-02-04,Эклер,13,531.7,6912.1,5.0,Сытный
2026-02-04,Чизкейк,14,1022.5,14315.0,4.9,Мой фаворит
2026-02-04,Маффин,18,409.0,7362.0,4.8,Лучший чизкейк
2026-02-05,Круассан,18,492.0,8856.0,4.9,Шедевр!
2026-02-05,Хлеб ржаной,12,328.0,3936.0,4.4,Лучший чизкейк
2026-02-05,Булочка с корицей,17,369.0,6273.0,5.0,Сытный
2026-02-05,Пирожок с мясом,15,451.0,6765.0,4.9,Сытный
2026-02-05,Эклер,15,533.0,7995.0,5.0,Шедевр!
2026-02-05,Чизкейк,13,1025.0,13325.0,4.9,Отличный крем
2026-02-05,Маффин,14,410.0,5740.0,4.7,Чуть пересушен
2026-02-06,Круассан,15,493.2,7398.0,4.7,Хороший хлеб
2026-02-06,Хлеб ржаной,10,328.8,3288.0,4.7,Обожаю!
2026-02-06,Булочка с корицей,17,369.9,6288.3,4.8,Очень вкусно
2026-02-06,Пирожок с мясом,15,452.1,6781.5,4.8,Сытный
2026-02-06,Эклер,14,534.3,7480.2,4.6,Нормально
2026-02-06,Чизкейк,14,1027.5,14385.0,4.8,Нормально
2026-02-06,Маффин,16,411.0,6576.0,4.8,Чуть пересушен
2026-02-07,Круассан,23,494.4,11371.2,4.8,Очень вкусно
2026-02-07,Хлеб ржаной,18,329.6,5932.8,4.9,Мой фаворит
2026-02-07,Булочка с корицей,23,370.8,8528.4,4.8,Шедевр!
2026-02-07,Пирожок с мясом,17,453.2,7704.4,5.0,Восхитительно
2026-02-07,Эклер,23,535.6,12318.8,5.0,Чуть пересушен
2026-02-07,Чизкейк,21,1030.0,21630.0,5.0,Всегда беру
2026-02-07,Маффин,24,412.0,9888.0,5.0,Идеально к кофе
2026-02-08,Круассан,23,495.6,11398.8,5.0,"Горячие, вкусные"
2026-02-08,Хлеб ржаной,17,330.4,5616.8,4.9,Обожаю!
2026-02-08,Булочка с корицей,24,371.7,8920.8,4.9,Идеально к кофе
2026-02-08,Пирожок с мясом,17,454.3,7723.1,4.9,Восхитительно
2026-02-08,Эклер,17,536.9,9127.3,4.8,Мой фаворит
2026-02-08,Чизкейк,23,1032.5,23747.5,4.8,Отличный крем
2026-02-08,Маффин,18,413.0,7434.0,4.8,Отличный крем
2026-02-09,Круассан,15,496.8,7452.0,5.0,Хороший хлеб
2026-02-09,Хлеб ржаной,12,331.2,3974.4,4.4,Всегда беру
2026-02-09,Булочка с корицей,18,372.6,6706.8,4.5,"Горячие, вкусные"
2026-02-09,Пирожок с мясом,13,455.4,5920.2,4.6,Всегда свежие
2026-02-09,Эклер,13,538.2,6996.6,4.9,Всегда беру
2026-02-09,Чизкейк,15,1035.0,15525.0,4.7,Восхитительно
2026-02-09,Маффин,18,414.0,7452.0,5.0,"Горячие, вкусные"
2026-02-10,Круассан,18,498.0,8964.0,4.9,Шедевр!
2026-02-10,Хлеб ржаной,12,332.0,3984.0,4.8,Нормально
2026-02-10,Булочка с корицей,19,373.5,7096.5,4.6,Нормально
2026-02-10,Пирожок с мясом,15,456.5,6847.5,4.8,Сытный
2026-02-10,Эклер,15,539.5,8092.5,5.0,Идеально к кофе
2026-02-10,Чизкейк,12,1037.5,12450.0,4.8,Обожаю!
2026-02-10,Маффин,16,415.0,6640.0,5.0,Отличный крем
2026-02-11,Круассан,17,499.2,8486.4,4.8,Хорошее тесто
2026-02-11,Хлеб ржаной,12,332.8,3993.6,4.6,Идеально к кофе
2026-02-11,Булочка с корицей,14,374.4,5241.6,4.8,Чуть пересушен
2026-02-11,Пирожок с мясом,11,457.6,5033.6,4.4,"Горячие, вкусные"
2026-02-11,Эклер,17,540.8,9193.6,4.8,Хороший хлеб
2026-02-11,Чизкейк,13,1040.0,13520.0,4.8,Хороший хлеб
2026-02-11,Маффин,16,416.0,6656.0,4.5,Всегда свежие
2026-02-12,Круассан,15,500.4,7506.0,5.0,Хороший хлеб
2026-02-12,Хлеб ржаной,10,333.6,3336.0,4.5,Чуть пересушен
2026-02-12,Булочка с корицей,17,375.3,6380.1,4.9,Лучший чизкейк
2026-02-12,Пирожок с мясом,12,458.7,5504.4,4.5,Сытный
2026-02-12,Эклер,19,542.1,10299.9,4.6,Восхитительно
2026-02-12,Чизкейк,13,1042.5,13552.5,5.0,Сытный
2026-02-12,Маффин,13,417.0,5421.0,4.8,Обожаю!
2026-02-13,Круассан,17,501.6,8527.2,5.0,Шедевр!
2026-02-13,Хлеб ржаной,13,334.4,4347.2,4.4,Чуть пересушен
2026-02-13,Булочка с корицей,14,376.2,5266.8,5.0,Просто супер!
2026-02-13,Пирожок с мясом,15,459.8,6897.0,5.0,Лучший чизкейк
2026-02-13,Эклер,17,543.4,9237.8,4.9,Нормально
2026-02-13,Чизкейк,17,1045.0,17765.0,5.0,Восхитительно
2026-02-13,Маффин,15,418.0,6270.0,4.8,Просто супер!
2026-02-14,Круассан,22,502.8,11061.6,5.0,Хороший хлеб
2026-02-14,Хлеб ржаной,14,335.2,4692.8,4.7,Тают во рту
2026-02-14,Булочка с корицей,19,377.1,7164.9,5.0,Мой фаворит
2026-02-14,Пирожок с мясом,20,460.9,9218.0,5.0,Хороший хлеб
2026-02-14,Эклер,23,544.7,12528.1,4.9,Восхитительно
2026-02-14,Чизкейк,18,1047.5,18855.0,5.0,Сытный
2026-02-14,Маффин,22,419.0,9218.0,5.0,Идеально к кофе
2026-02-15,Круассан,20,504.0,10080.0,5.0,Просто супер!
2026-02-15,Хлеб ржаной,17,336.0,5712.0,5.0,Очень вкусно
2026-02-15,Булочка с корицей,16,378.0,6048.0,5.0,Хороший хлеб
2026-02-15,Пирожок с мясом,16,462.0,7392.0,5.0,Лучший чизкейк
2026-02-15,Эклер,26,546.0,14196.0,5.0,Нормально
2026-02-15,Чизкейк,16,1050.0,16800.0,5.0,Чуть пересушен
2026-02-15,Маффин,16,420.0,6720.0,4.7,Шедевр!
2026-02-16,Круассан,18,505.2,9093.6,4.6,Всегда свежие
2026-02-16,Хлеб ржаной,12,336.8,4041.6,4.4,Тают во рту
2026-02-16,Булочка с корицей,15,378.9,5683.5,4.6,Всегда беру
2026-02-16,Пирожок с мясом,12,463.1,5557.2,4.8,Хороший хлеб
2026-02-16,Эклер,19,547.3,10398.7,4.9,Сытный
2026-02-16,Чизкейк,15,1052.5,15787.5,4.8,Всегда беру
2026-02-16,Маффин,16,421.0,6736.0,4.7,Всегда беру
2026-02-17,Круассан,17,506.4,8608.8,4.6,"Горячие, вкусные"
2026-02-17,Хлеб ржаной,13,337.6,4388.8,4.6,Шедевр!
2026-02-17,Булочка с корицей,13,379.8,4937.4,4.8,Всегда беру
2026-02-17,Пирожок с мясом,11,464.2,5106.2,4.9,Тают во рту
2026-02-17,Эклер,19,548.6,10423.4,5.0,Лучший чизкейк
2026-02-17,Чизкейк,17,1055.0,17935.0,4.9,Шедевр!
2026-02-17,Маффин,15,422.0,6330.0,4.9,Шедевр!
2026-02-18,Круассан,21,507.6,10659.6,5.0,Тают во рту
2026-02-18,Хлеб ржаной,12,338.4,4060.8,4.7,Обожаю!
2026-02-18,Булочка с корицей,13,380.7,4949.1,4.7,Нормально
2026-02-18,Пирожок с мясом,11,465.3,5118.3,5.0,Хороший хлеб
2026-02-18,Эклер,18,549.9,9898.2,5.0,Хороший хлеб
2026-02-18,Чизкейк,15,1057.5,15862.5,4.7,Всегда беру
2026-02-18,Маффин,15,423.0,6345.0,4.7,"Горячие, вкусные"
2026-02-19,Круассан,18,508.8,9158.4,5.0,"Горячие, вкусные"
2026-02-19,Хлеб ржаной,9,339.2,3052.8,4.3,Сочно и свежо
2026-02-19,Булочка с корицей,15,381.6,5724.0,4.8,Хороший хлеб
2026-02-19,Пирожок с мясом,13,466.4,6063.2,5.0,Всегда свежие
2026-02-19,Эклер,14,551.2,7716.8,4.9,Нормально
2026-02-19,Чизкейк,17,1060.0,18020.0,4.6,Всегда беру
2026-02-19,Маффин,16,424.0,6784.0,4.6,Нормально
2026-02-20,Круассан,19,510.0,9690.0,5.0,Всегда свежие
2026-02-20,Хлеб ржаной,13,340.0,4420.0,4.7,Чуть пересушен
2026-02-20,Булочка с корицей,13,382.5,4972.5,4.8,Восхитительно
2026-02-20,Пирожок с мясом,12,467.5,5610.0,5.0,"Горячие, вкусные"
2026-02-20,Эклер,16,552.5,8840.0,5.0,Обожаю!
2026-02-20,Чизкейк,17,1062.5,18062.5,4.8,Сытный
2026-02-20,Маффин,18,425.0,7650.0,5.0,Сочно и свежо
2026-02-21,Круассан,21,511.2,10735.2,5.0,Восхитительно
2026-02-21,Хлеб ржаной,16,340.8,5452.8,4.9,Сочно и свежо
2026-02-21,Булочка с корицей,24,383.4,9201.6,4.9,Всегда свежие
2026-02-21,Пирожок с мясом,19,468.6,8903.4,5.0,Сочно и свежо
2026-02-21,Эклер,19,553.8,10522.2,5.0,Мой фаворит
2026-02-21,Чизкейк,19,1065.0,20235.0,5.0,Просто супер!
2026-02-21,Маффин,19,426.0,8094.0,5.0,Обожаю!
2026-02-22,Круассан,20,512.4,10248.0,5.0,Мой фаворит
2026-02-22,Хлеб ржаной,17,341.6,5807.2,4.5,Обожаю!
2026-02-22,Булочка с корицей,24,384.3,9223.2,5.0,"Горячие, вкусные"
2026-02-22,Пирожок с мясом,16,469.7,7515.2,5.0,Шедевр!
2026-02-22,Эклер,25,555.1,13877.5,5.0,Отличный крем
2026-02-22,Чизкейк,16,1067.5,17080.0,4.7,Восхитительно
2026-02-22,Маффин,23,427.0,9821.0,5.0,Хороший хлеб
2026-02-23,Круассан,20,513.6,10272.0,4.8,Восхитительно
